sequence,time,latitude,logitude,altitude,utm_easting,utm_northing,zone_num,zone_letter
534,1644175861,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
535,1644175862,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
536,1644175863,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
537,1644175864,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
538,1644175865,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
539,1644175866,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
540,1644175867,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
541,1644175868,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
542,1644175869,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
543,1644175870,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
544,1644175871,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
545,1644175872,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
546,1644175873,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
547,1644175874,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
548,1644175875,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.25,4689542.5,19,T
549,1644175876,42.33919143676758,-71.08480834960938,-2.0999999046325684,328257.375,4689542.5,19,T
550,1644175877,42.33919143676758,-71.0848159790039,-2.0,328257.09375,4689542.5,19,T
551,1644175878,42.33919143676758,-71.0848159790039,-2.0,328257.09375,4689542.5,19,T
552,1644175879,42.33919143676758,-71.0848159790039,-2.0,328257.09375,4689542.5,19,T
553,1644175880,42.33919143676758,-71.0848159790039,-2.0,328257.09375,4689542.5,19,T
554,1644175881,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
555,1644175882,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
556,1644175883,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
557,1644175884,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
558,1644175885,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
559,1644175886,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
560,1644175887,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
561,1644175888,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
562,1644175889,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
563,1644175890,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
564,1644175891,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
565,1644175892,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
566,1644175893,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
567,1644175894,42.33919143676758,-71.08480834960938,-2.0,328257.25,4689542.5,19,T
